application_id,visitor_id,application_date,status,credit_score,income,loan_amount,product_type,source_channel
2c25214c-bb45-4967-a326-b8e6c3a609c0,12507,2024-03-03,approved,736.0,118642.0,9494.0,credit_card,direct
2c4f4472-39bf-43a2-868a-39d40c8084ed,23117,2024-02-10,approved,513.0,112432.0,46130.0,mortgage,direct
e5a3b29a-c1e9-4a87-a7b4-8d070452a6e5,13401,2024-03-02,rejected,745.0,80147.0,1000.0,credit_card,ads
4c9b16c9-3939-4be5-8afe-79ca62aab9bd,18396,2024-02-07,submitted,676.0,73050.0,1000.0,personal_loan,email
e3a38445-f119-449e-907d-63cd813ebd54,29832,2024-02-22,submitted,734.0,92481.0,39928.0,personal_loan,referral
9832d9d5-2377-48eb-b0a6-ed635c7d5cee,17971,2024-03-03,rejected,701.0,83925.0,32631.0,personal_loan,ads
ce5fdc2b-8ce5-436b-b38f-cd0fda3ab9bc,28279,2024-02-18,approved,633.0,94260.0,14038.0,personal_loan,direct
dc1b4767-264b-4cbc-8a02-ae3676f41afa,19691,2024-02-18,submitted,705.0,95943.0,32169.0,mortgage,direct
8f5ac1da-d826-4cab-bc6c-2d5774cad1c1,14910,2024-02-10,approved,647.0,75889.0,24961.0,credit_card,direct
3a4bfe7a-f751-47d2-84de-8625da96f92b,20061,2024-02-08,approved,793.0,77194.0,27799.0,personal_loan,email
8e0e84dc-3c54-4b9b-81c2-a8cb13e2656c,21082,2024-01-19,approved,752.0,117346.0,5016.0,mortgage,direct
bc493b20-01f3-4edc-ae3a-4988ec83cc4b,15988,2024-01-08,approved,601.0,73066.0,38271.0,mortgage,ads
11eff0ba-c5d4-4434-8b42-0144de7bd2b6,28658,2024-03-18,rejected,771.0,24689.0,35943.0,personal_loan,email
6a34c677-0147-4c81-8e45-62665041d7cd,19116,2024-03-09,rejected,703.0,98528.0,17766.0,credit_card,direct
3e7128a7-2c98-4af3-9df8-04b7ca1901a7,11951,2024-02-21,rejected,624.0,72385.0,13800.0,mortgage,referral
5779e90d-7995-4cd5-a0bc-59d83bb01544,24697,2024-02-18,rejected,749.0,86761.0,42651.0,credit_card,email
1f6a23f5-326c-43f1-acde-3a6e1d11a65a,19572,2024-02-20,submitted,751.0,93990.0,8209.0,credit_card,direct
cd137fdd-c875-4745-9ede-a550e8c0c8b1,17842,2024-02-06,rejected,803.0,125361.0,35399.0,personal_loan,direct
538a0297-ed85-4e71-b541-35b78cc2b896,27346,2024-02-14,approved,693.0,90303.0,24670.0,credit_card,email
a3adca22-1f20-4f3f-af19-4207346d0f71,24038,2024-01-08,approved,766.0,104733.0,7215.0,personal_loan,referral
83442154-d4e1-41fe-80ce-f91f1fda7ec4,20696,2024-02-26,rejected,686.0,109933.0,15894.0,personal_loan,referral
cb86f146-5b44-49bc-af12-c08f40c52a0f,12910,2024-01-05,rejected,695.0,61591.0,20847.0,personal_loan,referral
ae867d36-919c-4e16-b46e-c2ddd352c1f4,21268,2024-03-04,rejected,686.0,91192.0,46556.0,credit_card,email
37bc23ea-f75f-459a-8d62-7968a5145497,27012,2024-01-26,approved,682.0,91743.0,43545.0,mortgage,referral
d6c7907a-59d8-41d1-9922-d8ca06557da9,12398,2024-01-15,submitted,750.0,102675.0,44012.0,credit_card,email
4e014678-5071-45f5-b651-c3ce752f1227,13216,2024-03-06,approved,675.0,38854.0,14098.0,personal_loan,direct
a27f24d7-88bf-4d7a-a76e-c89b6d0aaad8,18429,2024-01-09,approved,644.0,100333.0,34889.0,credit_card,direct
31d74753-e236-466d-ab83-91cc9fc5c889,24802,2024-02-09,rejected,634.0,109613.0,22766.0,personal_loan,direct
072b922c-5f38-490a-be85-8a64c9778bea,16643,2024-02-04,rejected,700.0,84641.0,38730.0,personal_loan,ads
3de50a62-2618-46f2-84f9-dc0f27bd1184,28230,2024-01-21,rejected,708.0,130861.0,22737.0,personal_loan,direct
10a82b6b-adc4-4851-a198-7579f572cce5,15720,2024-01-10,rejected,623.0,107148.0,46039.0,mortgage,referral
4e4faed8-cc4b-4d16-9af2-e0a618d05a1e,24075,2024-01-04,approved,711.0,93031.0,14505.0,mortgage,ads
ff553a48-0445-47e1-b742-16babbff56a1,21559,2024-01-21,rejected,677.0,64852.0,54305.0,personal_loan,email
61445f58-db8b-425f-80e4-a477c903d4c0,10530,2024-03-27,approved,712.0,37425.0,31451.0,personal_loan,ads
c7b47bd0-2017-44a0-b102-a94e586c0759,15890,2024-01-01,approved,683.0,46984.0,29432.0,mortgage,email
74aa3f6d-96df-45ed-a870-6462492c60d0,17129,2024-03-16,rejected,652.0,100935.0,35153.0,credit_card,direct
5af5f66f-e3d0-4cf4-ac51-d4db3738e21e,22061,2024-01-05,approved,703.0,123935.0,12678.0,mortgage,direct
997feff9-d2ce-48e4-b1ad-e4dbcc9f8e65,14847,2024-03-21,rejected,661.0,72692.0,52422.0,personal_loan,referral
9845e4db-f567-4437-bfba-bfb3826c3e73,13440,2024-01-12,submitted,730.0,108967.0,22282.0,mortgage,ads
d829608d-8b3e-430b-b626-3b11d9baed71,10804,2024-02-20,rejected,678.0,93199.0,1000.0,mortgage,ads
4bcab3f5-0676-433d-a14f-3831bb649d08,24611,2024-03-01,submitted,687.0,68460.0,1000.0,mortgage,ads
ba83f22e-7ad8-494d-823c-429cd82c9f30,27602,2024-02-06,rejected,783.0,115367.0,1000.0,personal_loan,direct
b52de988-3322-441d-8731-b213d807ef49,28474,2024-02-09,rejected,722.0,107531.0,12647.0,personal_loan,email
0ec1cb14-4dc4-4bf9-94dd-30a379314cf1,28299,2024-01-27,submitted,689.0,55482.0,15091.0,mortgage,direct
982715e1-5c3c-4f56-918f-055e88c60dfe,28611,2024-02-18,rejected,641.0,97942.0,11948.0,credit_card,email
260dd83a-6a7c-4868-884d-90714448446f,14616,2024-03-30,submitted,731.0,93150.0,26364.0,mortgage,email
43e4a6fc-c3d9-4f86-b284-17507ac318fa,14738,2024-01-12,rejected,614.0,77261.0,25815.0,credit_card,email
7ec3e4e7-b583-4ae1-9f78-0e1ef1d8d326,15229,2024-03-20,approved,630.0,66582.0,25214.0,mortgage,ads
8e9592e3-e54a-47c5-ba1b-4a4221188418,11122,2024-01-29,approved,521.0,96606.0,58800.0,credit_card,referral
a96b969a-6b9a-4b18-9eeb-b8715b70ee79,24482,2024-02-11,approved,628.0,63881.0,1000.0,personal_loan,direct
d7eb9266-de95-4d37-8305-7e150c38d9f4,20567,2024-01-26,submitted,638.0,115235.0,38531.0,credit_card,ads
aff1cc43-17c8-474c-9133-8d1d524c9ff6,10782,2024-03-07,rejected,672.0,145887.0,69877.0,credit_card,referral
dfa97f76-04ff-47e9-a744-21a9691ac023,28576,2024-02-11,submitted,711.0,112396.0,27591.0,mortgage,ads
8564de80-2295-4b13-9cd2-7f3707db2742,12351,2024-03-06,approved,602.0,81892.0,1000.0,personal_loan,ads
58df2506-1eb3-4c4a-856d-36318136552a,19803,2024-01-17,rejected,619.0,84931.0,11860.0,credit_card,email
3f3cec67-69b4-4020-9571-e9278d5e5f30,22811,2024-02-07,rejected,645.0,87330.0,29731.0,personal_loan,email
a97003d4-272d-4589-8ebd-47c7d9436b2c,10956,2024-01-02,rejected,581.0,75138.0,23377.0,personal_loan,direct
026e1335-6c23-4ce5-9bb7-0835db1a401e,22318,2024-02-25,submitted,637.0,86153.0,4378.0,credit_card,direct
e02d0af2-9044-45d3-b7b5-9fa9dbd8f878,22447,2024-03-07,submitted,802.0,127322.0,22745.0,personal_loan,referral
123c22c9-1681-47f4-aeb8-3bc8e33f6a85,14584,2024-02-13,rejected,689.0,108160.0,34991.0,mortgage,direct
eaa6a351-7465-4005-b9e9-22f75260a143,22381,2024-03-12,rejected,660.0,77123.0,10185.0,mortgage,referral
3ea5e57b-bcf2-4b4c-8592-75ff46f0d6cf,12321,2024-03-12,rejected,741.0,51971.0,33670.0,personal_loan,ads
c16abdd5-3986-4f4c-97f5-888e00f7f480,10308,2024-03-15,submitted,715.0,107435.0,13803.0,mortgage,ads
c5bfa28d-6fdc-49db-a537-0297dddcd6c8,11999,2024-03-24,rejected,667.0,52450.0,35187.0,credit_card,direct
a1c8d98b-6862-4fd8-89ee-922f1e9a0d4a,20562,2024-01-27,approved,600.0,102542.0,1000.0,credit_card,direct
243c972b-325a-40f9-a17c-6b3adb93c299,13299,2024-03-29,rejected,661.0,93407.0,19808.0,personal_loan,referral
904bb258-8ee9-4d72-9ca4-fc8e93f4afac,18450,2024-03-07,approved,780.0,87185.0,1459.0,credit_card,ads
8da22548-e204-4cc7-aa4e-240cefcfb73c,23590,2024-01-12,submitted,684.0,145410.0,20332.0,mortgage,ads
36d15d88-9685-4913-bd1a-0d2d74e60449,10025,2024-03-28,submitted,642.0,43777.0,51447.0,personal_loan,ads
c5564b09-1c7f-409f-bc2a-3cc3b562483f,12416,2024-01-26,rejected,583.0,51306.0,31235.0,personal_loan,ads
1db3920b-33eb-4632-9f61-bbcc06b22e3a,19202,2024-02-12,submitted,681.0,110318.0,28339.0,mortgage,referral
afa1cde6-c089-4be3-86ed-77bcfac6e4dd,10870,2024-01-18,submitted,660.0,31860.0,29046.0,personal_loan,referral
d1f8601f-8c90-4cd8-81d5-03d314041fb2,13505,2024-02-02,approved,767.0,114842.0,50668.0,mortgage,email
b6c350e2-6ea8-44c2-a8ee-2ac9656b3efe,19696,2024-02-21,rejected,624.0,71357.0,1000.0,mortgage,ads
50a7b3b1-3f24-4410-a1a9-2366888d4a39,29971,2024-01-24,submitted,723.0,87745.0,12703.0,credit_card,direct
6003f828-d4a2-447c-a7b9-87c64d57c44e,26594,2024-03-29,approved,706.0,121628.0,24464.0,mortgage,email
579cf60c-ac57-4e73-84e6-2898d3cb545c,17247,2024-02-04,rejected,694.0,92540.0,19672.0,personal_loan,referral
f54636ab-8ded-4a0a-a0e8-29339a2a91e7,24626,2024-02-26,submitted,723.0,71152.0,1000.0,personal_loan,email
9affb20f-995f-4e0c-a905-93be140b0c79,12759,2024-01-06,approved,672.0,131329.0,16524.0,personal_loan,ads
8f86f7b4-4f15-4b94-bcf6-bc4bcf0d1241,12394,2024-01-24,approved,706.0,107124.0,8814.0,personal_loan,ads
af2fbbac-7d78-447b-b514-132a83b6a0c4,11802,2024-01-09,approved,,68504.0,45078.0,mortgage,direct
454bd8db-4716-49cf-b2d5-a94712ed0641,27369,2024-03-27,submitted,618.0,87953.0,13932.0,mortgage,email
04f3a87c-a316-4adb-87f7-25d8b37f1d52,11106,2024-03-02,approved,604.0,83420.0,15703.0,credit_card,email
f7ab8653-4b00-4e41-ba40-f791ab679d1b,19738,2024-02-27,approved,655.0,73492.0,10866.0,credit_card,email
92851fef-c1fd-45d5-aaff-bbfcda7cd8a4,21978,2024-01-08,approved,625.0,75195.0,57831.0,credit_card,email
62d23f0d-bbd0-4586-a68e-a56b16983b06,16389,2024-01-17,submitted,642.0,84179.0,3902.0,mortgage,direct
07180b79-e30f-4f81-9c38-7b70060623d7,15881,2024-02-12,approved,630.0,94264.0,31015.0,credit_card,email
8bf33aea-1541-4688-bb23-97ed37bb183a,12828,2024-01-26,rejected,676.0,108224.0,42861.0,personal_loan,referral
010f1891-c881-4eb6-a0c3-f6bab422d91e,14747,2024-03-10,rejected,663.0,128895.0,2351.0,credit_card,direct
93510cd6-ec83-4af2-a9b1-2c9672792021,28048,2024-03-30,approved,770.0,105167.0,31277.0,credit_card,direct
1d51ea17-abaf-44e6-a95a-9b8f9c2ff016,28013,2024-01-31,rejected,696.0,72332.0,23287.0,personal_loan,referral
9e1b25ec-2cf5-4c0b-9ae4-165273da0ced,19330,2024-03-27,submitted,636.0,102150.0,44316.0,credit_card,ads
fa2d0e37-e710-4405-9646-1d20e15ce43b,17131,2024-02-24,submitted,653.0,35110.0,9082.0,mortgage,email
45491099-4630-4db6-aaf5-92a4dbd24c52,13664,2024-03-15,rejected,834.0,75295.0,3573.0,credit_card,ads
36833ce1-1673-40c0-a373-05d7d5c941dd,16951,2024-03-04,approved,,56112.0,33052.0,personal_loan,email
f05c3dc5-c631-4cda-a772-4496ef49911c,22535,2024-02-27,rejected,713.0,37544.0,13141.0,mortgage,ads
ce7056f7-b12d-480f-885b-c670dba08065,14786,2024-03-16,rejected,790.0,88154.0,50843.0,credit_card,direct
bc191b5c-50ad-491d-b92a-fd45a3c37a82,26267,2024-01-13,submitted,677.0,93032.0,21600.0,credit_card,email
d7775abf-9189-478f-bd92-3e2ce024a937,12545,2024-01-03,approved,647.0,114040.0,1842.0,credit_card,direct
baffa243-4002-4b3f-becc-0dd691861642,12888,2024-03-17,rejected,759.0,73183.0,44573.0,mortgage,direct
1d87575e-8853-4e40-b298-950a87fa5e0b,11901,2024-03-18,submitted,617.0,96258.0,44746.0,personal_loan,referral
e46453c9-85e4-43b7-964e-1edd50b2f4fe,12176,2024-01-24,rejected,739.0,102481.0,27355.0,mortgage,ads
fd880449-fadd-485d-9bc2-320367140112,19049,2024-03-25,submitted,749.0,96254.0,13641.0,mortgage,direct
b4513b37-e15b-471d-95b5-335915aa0e13,19065,2024-01-17,rejected,663.0,82657.0,34390.0,personal_loan,referral
4e51e62f-4c05-46f7-a8d5-2fb2afd94b01,19914,2024-01-02,submitted,704.0,128252.0,18701.0,credit_card,email
515f8d89-671c-4f63-bdd6-84b28d958163,11117,2024-03-12,approved,680.0,112030.0,28587.0,mortgage,direct
9fb0d659-7c3d-4e23-b646-10a1b8c76c3b,10500,2024-03-18,submitted,663.0,84929.0,24063.0,personal_loan,ads
29644a38-e8f1-4690-95b7-53918cc70aeb,25951,2024-02-20,submitted,734.0,149013.0,8691.0,mortgage,referral
9730c87a-ee36-4b89-aebf-d01def259b5f,18429,2024-03-14,rejected,758.0,45018.0,17768.0,mortgage,email
7c7677eb-0012-4456-b8d0-5d1d18b2c8cc,16062,2024-02-16,approved,604.0,76543.0,40095.0,personal_loan,ads
de856587-3924-4aaf-851c-80fae0e13f26,20460,2024-03-05,submitted,617.0,63177.0,47643.0,mortgage,email
5c2a0512-d6da-4420-94db-5ef80178e507,18614,2024-01-21,submitted,506.0,87343.0,26525.0,credit_card,email
89b05334-1928-4e30-aabb-e310eda14d53,15180,2024-03-21,rejected,680.0,110936.0,28265.0,credit_card,email
dc58e93c-48e7-4cbd-b1f9-bcb12ee7d22f,12578,2024-02-16,approved,742.0,105208.0,17319.0,credit_card,referral
2f5183d0-7fa4-4fdf-96bf-2ab237bc98d6,12221,2024-01-09,submitted,645.0,68867.0,14498.0,credit_card,email
21e9db4f-66aa-4dd9-b4b6-9d7f06959c0d,25848,2024-03-01,approved,655.0,57343.0,35291.0,mortgage,referral
27c8a190-b4db-46ec-9c5d-e6091253c7ba,21749,2024-03-31,rejected,695.0,112250.0,14058.0,credit_card,direct
940d90e9-c200-4712-8e26-8e9bc2619ed0,15938,2024-02-06,rejected,795.0,131614.0,21225.0,credit_card,ads
11d3480b-1d2e-436c-bb52-8599995ab7d5,23319,2024-03-20,approved,673.0,55298.0,25095.0,personal_loan,email
6ad04ec3-1be0-411e-ac9f-f58d622f46a4,27012,2024-01-14,approved,642.0,100377.0,11132.0,credit_card,email
7c3f3875-d2d7-4a1e-8b65-e55fc0ed057e,19423,2024-02-04,submitted,706.0,102067.0,45675.0,mortgage,referral
8b12d5d0-c34a-4e36-aaf2-1645a16f5541,13970,2024-02-17,rejected,700.0,91570.0,8101.0,personal_loan,direct
3d825973-0c04-4d03-aca1-402e92ff945a,16795,2024-02-16,approved,629.0,91641.0,40088.0,credit_card,email
3a32f8f8-df4f-4c16-bfcc-297b4583ef15,18703,2024-03-14,rejected,,98178.0,19452.0,credit_card,email
e5d4523a-616e-4a8e-be2c-c565dd7c713e,14735,2024-01-22,rejected,667.0,97891.0,21982.0,mortgage,direct
3e1b807f-3f48-41b8-8aed-0fcd81240187,28757,2024-02-15,submitted,732.0,109161.0,21521.0,mortgage,direct
d0d0c882-6403-43ff-8cb1-2b49f477b892,16795,2024-01-25,rejected,636.0,87690.0,45070.0,credit_card,ads
3a8757a5-dab3-4dcc-bf44-9b3272d869b4,16260,2024-02-08,submitted,670.0,87030.0,30627.0,credit_card,ads
84ef80dc-06e4-4ed2-bf94-36890841100a,18660,2024-02-23,submitted,662.0,79823.0,35179.0,mortgage,email
6367d384-3dbb-40d8-89c7-5d9218475208,16349,2024-01-02,submitted,595.0,95776.0,32232.0,personal_loan,referral
3632fe76-a32e-4846-9cfb-a723ca179b08,13603,2024-02-12,rejected,683.0,79219.0,14085.0,credit_card,email
321fc2b4-9ad2-481c-8a7b-f84e39ac3039,18825,2024-03-10,approved,703.0,111308.0,27453.0,personal_loan,direct
e0e9a667-b50f-4c70-8de4-1990342dcbb2,11998,2024-03-25,rejected,589.0,84204.0,28109.0,personal_loan,email
a9bd9f81-cfe0-4825-9c75-579a031c31cb,14197,2024-01-13,approved,612.0,81951.0,21682.0,personal_loan,ads
172d64fe-1082-42c5-ae11-a2883310e298,18607,2024-01-13,rejected,707.0,121565.0,21928.0,mortgage,direct
66d43d74-4d70-4af2-b6b2-39561c8dcb54,28635,2024-03-16,submitted,634.0,87376.0,21914.0,credit_card,email
9bc9f17c-6d38-4d98-ac49-61e1af2c58cb,13948,2024-02-10,rejected,,112841.0,21717.0,personal_loan,referral
c7f2f0e6-f98f-42ae-9d10-f0c25ee809bd,20278,2024-01-18,submitted,719.0,75385.0,7584.0,personal_loan,referral
ebfbbb4d-6238-40a1-9275-62eac5a67761,27790,2024-01-29,rejected,605.0,92277.0,18342.0,personal_loan,direct
7f04e9f2-f136-4119-828f-6b666bbf4e6b,24092,2024-02-22,submitted,713.0,77102.0,11801.0,credit_card,ads
20ca5b12-e0f2-40ea-a460-11c74549409d,23619,2024-01-14,submitted,647.0,113261.0,19591.0,mortgage,ads
a91bbef6-5637-40b3-91f8-41a501c79d82,11884,2024-01-31,rejected,709.0,113804.0,42016.0,credit_card,referral
b21e143d-d88f-42df-b048-16ce07a5f315,27704,2024-03-03,rejected,611.0,129760.0,22378.0,personal_loan,email
0331c412-9bd7-4938-aa4b-61f4709294b6,19468,2024-02-26,submitted,688.0,81364.0,23583.0,mortgage,referral
ae841733-d8c5-43be-8f12-d749fc80f6a9,14949,2024-02-10,submitted,759.0,91975.0,17424.0,mortgage,direct
7fdadeb9-3aff-4b42-aaac-86363a367bbe,17531,2024-01-31,rejected,629.0,63209.0,25177.0,personal_loan,referral
9d354464-82d7-4edb-ad9b-10156c41382f,22567,2024-02-08,rejected,727.0,125132.0,25847.0,credit_card,ads
8c7bd69d-0624-449b-9817-4fd5408066e5,24626,2024-01-24,rejected,606.0,94953.0,23333.0,personal_loan,email
2c049b54-335b-4600-b3a7-351fab41a697,12329,2024-02-02,submitted,590.0,112875.0,48652.0,credit_card,direct
b66d222b-d6ea-47e5-bc91-e477e24d98f2,19433,2024-02-15,submitted,648.0,138515.0,50447.0,mortgage,direct
9b7c174f-c129-49de-bd7f-346e9bf820af,11518,2024-03-19,submitted,532.0,126248.0,37126.0,credit_card,direct
c81cb270-51bb-47d8-8876-9f77927f4fee,18104,2024-01-11,approved,626.0,80953.0,36207.0,credit_card,email
3d6fbafc-6fbf-444b-a149-3fbb9c5f6c5c,22687,2024-01-19,approved,766.0,126665.0,1000.0,credit_card,email
ec039c6f-e546-482a-832b-cbc42284e1a6,17718,2024-02-15,submitted,604.0,82246.0,14241.0,mortgage,ads
8d7f3334-d327-41ad-9b4f-48ba53d55bf3,26060,2024-02-01,submitted,789.0,104296.0,39281.0,mortgage,direct
b0d912de-401d-49b7-9df2-c4457cf6628c,19634,2024-02-18,rejected,703.0,121447.0,28139.0,credit_card,email
aa80f568-b13c-4fe2-95e5-be38c8add0bf,19562,2024-03-09,rejected,641.0,113251.0,20418.0,mortgage,referral
4409b68c-5a94-4857-ab1e-22e2c115a0b7,17062,2024-02-14,submitted,671.0,90629.0,32096.0,credit_card,ads
419a8102-a3dd-4705-86ef-c505ad215f27,20553,2024-03-11,submitted,756.0,107703.0,12551.0,mortgage,referral
f65133f8-0db3-4645-804b-47289f978e7f,23029,2024-02-24,rejected,723.0,101543.0,24871.0,credit_card,ads
95bf92b7-fbcf-4262-a129-dcba121a4cc8,25634,2024-03-28,rejected,624.0,56550.0,14821.0,credit_card,ads
4506bc8c-6f84-4844-a758-508f961aecf9,21088,2024-02-04,approved,662.0,83249.0,20147.0,personal_loan,direct
0424be58-8ddf-479c-9919-61ce3c7ca8c5,27953,2024-01-26,submitted,649.0,95087.0,21446.0,personal_loan,ads
b17ece36-d072-4056-ab91-d43353211b54,24649,2024-01-25,approved,732.0,79672.0,14386.0,mortgage,ads
5f5ae396-7c9c-42d9-b934-526b0787b4d6,17373,2024-01-15,approved,611.0,70572.0,34529.0,credit_card,ads
