account_id,application_id,account_open_date,account_type,initial_deposit,kyc_status
987fa477-3896-47a3-9752-d0deaea8cb94,352cda4e-a0ca-4f57-93ec-f4839840726f,2024-01-09,checking,5377.0,verified
c2c93f9b-8480-446f-b785-a46d3525444c,bcbd3ee8-2d3b-4f9f-abfd-eea79c0bf640,2024-04-27,loan,-712.0,failed
6b383143-d12b-4c2f-8a7d-d50e6baf1cef,e8fc970b-0735-4998-a1c5-0c1c7524531e,2024-02-20,checking,3995.0,pending
e919b977-1a40-4352-8beb-4cc2461ba8a2,07262770-6be8-4bd0-8151-a7166ad3dad8,2024-01-18,savings,6613.0,failed
3b6e86f8-fabb-45a1-994d-5fcda3e35cd7,8a5b4fea-e4c7-4247-8158-c02eb4a5df23,2024-03-16,checking,5287.0,pending
61d36769-5196-4234-9643-edf3eaa9014c,5cc21f60-2c21-487d-8224-b0b926220781,2024-01-24,loan,9216.0,failed
32eae825-b49e-4f8d-8690-72b0bf5df6a8,2bf64cd5-ce2f-4177-b20e-0fc70c370348,2024-01-08,loan,5939.0,pending
36e074b4-ab34-48df-a709-d5f242b20614,cf73373e-a381-49e3-8821-1ac735610355,2024-03-08,savings,5483.0,pending
bba8486f-4b39-4dfd-b0e0-1a160a9f8352,f8ba19fb-d25b-446b-9829-7ee80871c6ad,2024-04-12,checking,10020.0,failed
d4bd1ecc-61e6-4499-bbd6-ac41cef3045e,28524cac-df09-4bb2-96ff-91bec6d124ac,2024-03-24,savings,6376.0,pending
5b467a2c-e7aa-46aa-88c1-ec1484fa7e48,73559c74-27a4-40c7-b91e-824fc724c33f,2024-02-11,loan,6321.0,verified
8034b2d3-b50d-4034-9127-9b34f0948277,d7711aed-6c3d-4382-9da7-88ed38b5faa5,2024-04-08,savings,7272.0,pending
e4b84667-9025-408c-a56b-41820f910d9e,ce4caa44-dcb4-4aff-a900-4cf8abb1e4b9,2024-01-11,checking,4862.0,failed
bbcb8a4b-b5e5-4c6f-935f-50da163259ea,a2bf980d-9a2f-4431-af3f-e422af46792f,2024-04-02,savings,9252.0,pending
9eb2a444-bbcb-4ed7-9482-be5c526ca9be,8e3cfd19-8188-486e-abec-f6c2f9617822,2024-01-20,loan,3788.0,failed
f2e390f5-9a5f-4c27-ade7-397f79524a23,be15f8d0-7f15-48e2-8f79-8fa857bd6b49,2024-01-21,checking,-105.0,failed
b73f4071-590e-4aa6-87b7-e6e944336343,7cee1687-1eb2-4b2c-a223-d0e8fa54ffbd,2024-01-21,savings,5761.0,pending
844a005c-8ad0-4dc2-8536-cfbee3266541,e51eb9f4-c985-4f74-9ee7-a22979ba8ce2,2024-01-07,checking,3805.0,pending
7990cd8f-2532-40d7-bda3-edd5d5338ea9,7e48e762-90ff-4426-801c-78592061a23f,2024-04-25,loan,2820.0,pending
9bac8745-45bd-4e55-b171-317374b1db13,f5608cad-4004-4b52-90d1-8f5cb38274e0,2024-04-03,loan,8245.0,pending
72e003c4-c2ce-4cc6-b146-af09720cbc9f,1268e238-cfdf-4d17-af76-96ea247cfb12,2024-02-02,savings,6279.0,failed
69c64ea2-4eca-40fe-9ef2-a9c7ac34cf91,d73b050d-85f7-4989-a90d-ca7e5aee79fd,2024-04-05,checking,8736.0,failed
a6bef4ff-ddcf-4743-9723-3ea7b2cd4785,7cd56bce-e9b5-4843-9ab8-51fa6fae2c80,2024-03-12,checking,9849.0,failed
7c0d62de-ea17-4337-a54b-3ad25780e424,2a11edd0-dc3c-40ae-97d7-72fd470666a1,2024-03-06,loan,9750.0,verified
1cb48475-82c4-474b-b06e-a5ab2b80879a,b5200bfc-bff2-452f-a21b-ae0f2d491fd1,2024-03-30,loan,11016.0,failed
6f3bf10d-191f-43aa-86aa-c6da4a25cd03,cf076092-6c86-409a-aac6-564379488ed8,2024-02-27,loan,4414.0,verified
f27c7c9b-6edb-4dd8-8246-57e1cd803aa6,2c4f4472-39bf-43a2-868a-39d40c8084ed,2024-02-29,savings,1574.0,failed
9e382458-cd14-4913-a943-69f002f98255,e4bfa059-31f1-4f35-9f30-27d3a641fc7f,2024-01-29,checking,9152.0,verified
5e5e157e-0f90-49c7-8dfb-a4b57b7c0e71,c1e5a10b-ab12-4ae7-b370-61ff421f14d8,2024-03-30,loan,11378.0,pending
c595d944-178f-4c47-b6e6-c6817bd82eff,5d9315ed-8dcb-4077-858c-267a62bd6ef5,2024-03-11,loan,3562.0,verified
6c7ebcae-0c48-4fa0-a318-ab031af6e23e,3c3f7f8a-c2e1-45e1-a93b-6310d309c6a9,2024-04-05,savings,8549.0,pending
0e3254e2-ee3b-4a8a-b34d-384aaa13070d,d486f71d-a0b9-4f96-8b6b-60d468e87fed,2024-02-10,loan,7758.0,failed
ed782003-fc67-4bcf-9c42-32c46f378ddb,ea22e5c7-a2b9-4c84-bd30-0041149903a7,2024-01-20,loan,6675.0,pending
d7023880-43fd-4383-8d72-ff59b4190a9e,0da89a98-7e84-44ba-9a1a-af1f3c8fd4df,2024-03-17,savings,2546.0,failed
d1ae311e-7efe-4a07-998b-a1a426b726d2,2f8ef340-9616-4614-8392-869c6e3bc602,2024-04-05,checking,6387.0,pending
b328e91c-7eec-4598-8945-c3305b88dad2,2c4bddf1-0baa-49bf-a21f-54d964855e98,2024-01-11,loan,4942.0,verified
f62c1716-4962-4813-9981-bcb8d11cd4a3,be12f414-ce24-4d84-b9ee-b1fe55e09d90,2024-03-08,savings,3768.0,failed
1dce807f-2f8d-4a72-968b-b3da10ea1f6a,f93fd7fb-52e2-46ff-b4a1-0a834e012613,2024-02-11,savings,5330.0,verified
a06cfb3a-20ec-4169-9733-cfbe24a29aec,1139e929-8c99-474d-b5c7-f1072337e233,2024-04-23,savings,8484.0,failed
177d20e8-7062-484a-8772-8d210a4a048a,c3d1b4a6-3bf9-48bb-a031-e33043da2f0e,2024-02-20,loan,2587.0,failed
92d9e58b-3e65-4790-86d9-a7eedd7f1ee0,46143b7e-b4a6-4141-88a6-c960c83cc128,2024-04-09,loan,6228.0,verified
01b3825a-9413-4fa0-bda5-e3a8bd2eeef8,b3be923e-4a3c-4cb9-ad6f-daeb63481e99,2024-01-15,loan,3458.0,pending
2af2ac1a-e489-4a0b-bbd7-abc5951b5067,8c4c4a1c-69d5-4057-a046-9bc052be8d1a,2024-01-21,savings,5224.0,verified
3663f4ae-8feb-4eab-b795-43f94c713b05,6bbf915a-f583-47d7-b971-c8fb86f1c905,2024-01-20,checking,9380.0,failed
fc955fe0-739a-493b-8b25-9ed2941882e0,b07dc24a-a19c-427b-89d7-c8ae23a1c6e6,2024-02-03,savings,3137.0,pending
e2de3668-a3f5-46cd-9416-861726931dc4,63ea8c91-83f9-457e-a438-d24decf5398e,2024-03-17,loan,7073.0,verified
e29d453f-bf4e-4b32-8db9-f57cca2715f3,02f593a5-2967-4c69-aee6-45761715d935,2024-01-16,savings,7149.0,pending
23f5f7e2-be1d-41c4-b847-ea86de3b00fd,01f2dcac-90fe-411e-bd0c-85611af2f9dd,2024-03-07,checking,2610.0,pending
f981c95a-3e6e-4c72-8eb8-c3ad31f2e6e4,763e3e8d-a249-463d-a5c2-eeed09064d2d,2024-01-20,savings,1714.0,failed
d1f759f0-370f-429f-8831-5a426f50a581,f2149bcd-d87d-4ff1-a8a6-a83eb36902c5,2024-02-10,savings,5048.0,failed
4b89b4ca-309a-4f1e-8eea-fc765beb499a,d3d35651-82cc-4683-bef0-b03da15986c7,2024-04-07,savings,6958.0,pending
84cf2240-1d1c-4bd7-9ba4-73b7aaee1913,439a789e-e823-4e53-ba09-f80e303b17d7,2024-02-18,loan,2919.0,verified
fe01f0b3-a102-4a38-a513-8d8ca168e632,18c8342c-cf7e-468f-a42b-1b625cb39492,2024-03-28,loan,4804.0,failed
e9d1525c-5700-4efb-b232-a344404c08fa,7775a206-c797-4556-a32e-9f10ca63a718,2024-04-05,checking,5556.0,verified
a6bfd6f8-5ef4-4449-a952-987bce4f90ab,d0dc7670-4544-4433-96f4-8f1c6b34b4e9,2024-04-25,savings,5342.0,verified
73e20e8b-6a75-49d3-af64-bce082557696,827fe83a-c4f7-4d86-a9f2-4680bd7c03d4,2024-01-15,loan,5965.0,pending
e4a5354c-005f-40f8-a549-c643fd88277c,2e64e986-52b9-4e69-b234-41a1b86bcd59,2024-04-06,loan,6388.0,pending
7abee131-d87b-4020-99d1-4582923166ff,70efdbd9-fb9a-44ff-b8c4-055783824240,2024-04-28,savings,6117.0,failed
81c55051-9f66-4a66-b165-392469f2a8c9,3b02ae57-5863-4a6a-a92c-584fe8363c92,2024-02-08,checking,4754.0,failed
97bd8acf-c4cd-4300-85f4-06406c6601fa,ddebd19c-a9b4-42b4-abc6-8e087294c715,2024-04-06,loan,2931.0,verified
c9202c40-be83-484a-969d-74d0d952ac1d,dec0d65e-0e21-4efd-943e-7fed2972f7a7,2024-01-07,checking,161.0,pending
f804d7c9-eeb5-475f-bf17-38f4115f4df8,30b044e1-bb6e-494e-b8da-2985cba915ca,2024-04-06,loan,6330.0,pending
bd3cbd86-d4b1-4d8b-98c3-1054ba67be54,9fc69626-d5c0-40aa-a50d-06c0cd6e8ad0,2024-04-16,loan,6012.0,verified
05b7c3f0-51fc-4e10-bf52-1255ac95c910,6cd454f6-065b-4ba0-9167-046802c4d81d,2024-04-27,savings,4893.0,failed
1e7a6203-8d77-48a5-b34f-92ad6a40760a,e166183d-1d30-4904-acf5-7ec57e676212,2024-02-24,loan,3422.0,pending
cd0b5083-3ac6-4fd2-8c57-75df1fac8669,37cc23b0-16f0-41d4-963c-5223bf3dc97f,2024-04-17,loan,4293.0,failed
9aa71443-9b0c-4c09-8916-dadcfc73f393,a39e2325-cb14-496b-be68-ecddb18257cf,2024-04-10,checking,4265.0,pending
3ba5c039-22d9-4fe7-9368-96ea97d74be4,a6c7df34-bff9-43eb-a450-db413b51994f,2024-02-19,loan,-7286.0,verified
7a719040-ef4c-4e56-8940-eecb38e55187,ebf862a0-8f8f-438c-ad09-da9ec4428702,2024-02-02,checking,5783.0,pending
8469eba6-8d2a-47d8-b078-8494787323a1,5d363ef1-8637-42b6-bbb1-e3cd8e50f5ca,2024-02-09,loan,10423.0,pending
e854f414-dc80-4f1a-921e-68876a5b96d2,346edd08-e31c-437d-8822-41f23bbfc23d,2024-01-08,loan,5114.0,verified
4d578966-5d7a-4a11-987b-7290f9594516,a0046bba-828f-47c2-abfe-1f0c7a22553b,2024-01-24,checking,4645.0,failed
9940492e-2b77-456e-a84d-eb4d6b194528,9f79ac4b-ee20-40a8-97e0-3cb005057e50,2024-03-22,loan,4002.0,failed
f097d64d-438b-4381-9950-48e1b9e47e53,1817d4d8-1d0b-4cb2-9814-0fa188d85919,2024-04-20,savings,4761.0,verified
12f19be0-4201-4d61-a335-abbd688b2385,e441a470-2915-4f5d-bb3a-13f6f11c377f,2024-01-26,checking,6656.0,pending
a364d1d0-09fd-41b4-b253-7465917448fa,db342017-143c-43a6-990b-3bafddf77154,2024-02-22,checking,501.0,failed
4926adae-f174-4cc3-b595-f5ab0959fa20,de5a5ec1-6369-40e3-8db5-66032fdd6291,2024-04-25,savings,5670.0,pending
7847d663-cc03-458d-929c-648b57889217,9ac8e915-42cf-4e2c-9283-b9bcb8eeac0a,2024-02-21,checking,3460.0,failed
9fd90089-713f-4c5c-b90d-61b8004f35c0,a7c08460-963d-4eb5-9b16-8283ae534cbe,2024-03-06,loan,7404.0,pending
73a763a9-bd55-46fa-ab6f-848cc422b3b3,168871f3-72e8-4d1e-bd2f-c75ffe683990,2024-04-20,checking,9684.0,pending
d3160269-2023-432b-86a0-ddf1a4ea0270,6045c349-f863-4118-abb1-0a42cb424133,2024-03-29,checking,5569.0,failed
cc2e60ee-40db-4e2e-a43f-f087382d18cf,d9694ebb-086c-4a87-96d1-c14e2baa6398,2024-01-30,loan,9325.0,failed
d64ca797-08f8-4b4b-b0ff-c2cce14d7671,f28f6985-1f7d-418b-af24-724f29ab945e,2024-01-16,checking,3323.0,verified
1381b09f-9250-4f72-8336-ddd2d84bf894,82e8b204-6f1b-4e0c-bd91-272cb8d87971,2024-02-26,savings,7584.0,verified
9d47029b-3006-42ea-b068-19bbbfd8aa61,b1ad4333-9fa2-4c59-8538-1d56614fa5b6,2024-02-29,checking,-1213.0,pending
06502572-c1d2-473f-b561-38260e5d5a91,038e0815-8325-4dc8-b9b7-c154d7f60f37,2024-03-11,checking,9405.0,pending
9a0b61d3-e252-4e41-a527-fe9ac160131c,101f1dd3-bea9-4df2-9ae5-bfca19df30c9,2024-04-16,savings,5238.0,failed
005e9474-b0f3-41fc-bf00-f7e00397a560,25da9930-56fc-49f1-908a-eb5537a72f62,2024-03-24,checking,8601.0,pending
63a69414-3dfa-49be-a537-fa88d5d76428,948fcb79-7ae1-4156-8882-b637ea1b7f52,2024-02-16,checking,6427.0,verified
9c651cda-9391-4690-9282-5dfcbf6a237c,3cc170f6-ab21-4033-ad2f-555bc9f73eed,2024-01-06,loan,4141.0,pending
f43b4a2d-56b6-47c4-87da-861acdf58fb3,c3cb8ccd-1fc6-4224-bac9-eb7a3436ca39,2024-02-11,loan,8384.0,verified
242b9125-afa1-422b-b7f8-20bdefddea70,fe21bfb7-19d6-4e6c-8226-5d32b80c73a2,2024-01-27,loan,10002.0,failed
922c41e4-d617-4acc-ae66-0317649b331e,5a475403-961e-47b2-ac6f-668ddab6462b,2024-03-06,loan,1408.0,failed
b46200ef-7893-49ce-8117-897476f66ccc,e7b859d1-6a7c-4d78-9eca-4968fbe6b57e,2024-04-24,savings,3028.0,verified
06478c69-a739-43b9-a16b-ac0591e8823d,1a971d82-61f0-432e-8c30-f8d1c926708c,2024-04-09,loan,3610.0,verified
54d3aa5e-16ed-40b4-9f0f-dcae464dfb0e,02d38796-dba2-4ad7-8000-d2d1bc5fccc4,2024-02-05,loan,5085.0,failed
216a8b45-499c-4e0c-8db2-2ab974ea52b2,1e09139f-f38a-4bf7-8ee5-1e03286c8dfa,2024-02-08,loan,6737.0,verified
04aa09bc-98f8-45f5-afff-2cd42fd51769,890cef85-dede-4408-b6b1-49eb6ac948d3,2024-02-02,checking,8955.0,failed
1b9cb457-57b2-48b0-83d3-6ff942167a73,89ce8d09-1130-414c-b6c2-97da8a7ee815,2024-01-11,checking,8440.0,pending
08e73675-84ec-4aae-ab8e-0c5969246441,04266851-daa0-45f4-bcf5-93888fdfa251,2024-04-07,savings,6204.0,pending
9f1f83f4-f86d-4bc0-afe8-188217a9d0c8,46c2a647-0269-44da-92c5-30a41a587837,2024-03-19,savings,8171.0,failed
879b0774-09c5-4108-ac22-4404ebb6d090,8ff0dd87-141e-4b07-b375-6ac6904f5fcd,2024-02-29,loan,-9089.0,failed
f6c11c67-8749-4afa-bfaa-8dca577769aa,814a299e-bc3a-455f-9579-1b7391cfce6c,2024-03-31,savings,2442.0,pending
a0a25279-8de0-4fb7-b9b8-043d21f2c0f9,617ce0b2-0c7e-429d-9363-f7895fbbe28d,2024-02-18,savings,1394.0,failed
4e7f1ce3-ae48-46c5-9911-657650607102,61574511-65e6-4d48-8707-ea48239bb7ca,2024-02-05,checking,4099.0,verified
6a9f1de6-8c7e-4b8e-a9ac-7ebc72bfc093,61b68f09-c6ff-4a8f-9640-6d80a4762591,2024-01-20,savings,4584.0,failed
17422f49-c388-49a1-8931-96ff7beb158b,2b44e038-cb0d-48b9-9d96-ffa1299707b6,2024-01-31,savings,4340.0,verified
62236e9a-6f07-4e0f-a525-98658aaaa577,e7b090cc-566e-4caf-ba69-5a2c6aee9662,2024-03-17,checking,872.0,pending
19e257c8-ac38-4ed1-8444-6dced735aabb,2508e790-8135-4b9b-a94e-a1d9649c7fed,2024-03-01,checking,3473.0,verified
4f136de5-92ba-4dfc-b22a-e55c488956e8,c8908a9c-5946-4548-9705-e1a91cbb2486,2024-04-29,checking,5819.0,pending
d245d364-b15a-4d31-b27f-3b5727f16067,e7548743-a7ca-4d8b-8e36-3c01a1aa6c99,2024-01-22,savings,5645.0,verified
7e7ab9c7-bbb2-4a66-bbad-dd75c5eaad76,15de4e5a-f8df-4dda-afbb-b459ab7d1c6d,2024-03-08,loan,1832.0,pending
4a89f4be-967d-4c59-a672-c3e01226b56f,6ea47106-8f5b-4f30-aa99-fb77ba2e053d,2024-01-04,checking,1943.0,pending
742f2f27-b060-4acf-b7e1-d39b4a0d7190,9873691f-ab40-48ca-90da-03a5b8b1a340,2024-01-16,loan,1827.0,failed
b43c656b-581c-45fe-81ba-e669d99c6889,8094f612-d250-4566-920e-a6c314ed3f61,2024-04-03,checking,2642.0,failed
86848a83-a997-45f6-ae31-7b05ab696137,090b06d1-7f6b-43f8-9790-9d942c38866a,2024-04-06,savings,1508.0,failed
7bdd193e-61a2-4e2e-8190-ea01e0139db3,8dceba46-3ceb-4b07-a4d9-8e9c35e8275c,2024-04-08,checking,3361.0,failed
ae8967e2-1365-43a2-a097-fc158f1667d9,251a6fb0-34f1-4077-9dd9-170202a6935e,2024-03-14,checking,6463.0,failed
dcd735f4-e0f2-49e2-a6c3-ad3978f5e168,e96b9fce-11db-4332-86b6-e6ce699a5e9c,2024-03-06,loan,2891.0,failed
2487780e-2290-43c9-a060-bf845d62408b,82b225b9-c01b-493e-8841-241d40361e16,2024-01-05,loan,3269.0,pending
4135b15c-d950-4362-bac4-6ad72df4cdcc,4de80444-3b6f-4cb8-bece-5096b7465199,2024-04-16,checking,2732.0,failed
384764ef-e7ee-47f9-bd99-4170f406d928,33a039ca-0b18-4e91-9bf1-548118c89fe1,2024-02-15,checking,9095.0,pending
56db95f9-f14b-41a9-85b4-99e8880cc708,7e0fbcea-b09d-4ae9-8c9f-88b2e4fd165d,2024-04-06,loan,4966.0,failed
0122f7c4-fff6-4b5e-8da0-f3669acfde81,89758b5d-d922-4b09-b61d-8e81229cf66a,2024-01-25,loan,6082.0,verified
bbdf7fa9-f965-4e14-9cd6-ff0612a1c12a,85bb6924-1455-41f0-b01f-4edc9c8faa1d,2024-03-08,checking,5289.0,pending
ca2e109b-8a0b-4814-a9f7-6471412210da,ad38c15b-78b4-477a-9e1f-7f839b2652b4,2024-02-04,loan,3491.0,verified
cf5f1c64-98af-4440-8d35-edf239c1f0b3,5f6c2316-f7f1-4bb4-89f9-63a53b2c0b23,2024-02-17,savings,1783.0,pending
1cbe24d4-982e-4ca2-a64c-95237d64e88d,b9f64781-da6c-49cd-8ab5-6435e5987763,2024-02-01,loan,7348.0,verified
077e6d5b-9cfc-4ffe-ae33-96cdd6a84188,41d0446f-2b57-4dba-a3eb-ddb5dcbdb4a1,2024-03-27,savings,9200.0,pending
54cb357d-b661-402a-b8c6-b7efc7f59464,b3b8d9b5-4d9b-4438-a99a-b5e76347ed1a,2024-01-14,savings,2281.0,verified
b5ffadc8-22f6-41bb-b0b0-03715cfdd93b,b59e94e6-13fa-4e26-aa69-ddc31cec332e,2024-01-17,checking,857.0,failed
9cae3bef-1268-49f4-881f-1cf39ccaad06,b416882b-7d63-4086-bd79-5eaed1a25b3c,2024-02-17,loan,7598.0,pending
e5c5f1cd-833f-47fc-bd28-db807439c249,b711c8c1-f098-44ea-8591-3b6863cdf516,2024-04-10,checking,9546.0,pending
c4225f22-02e1-4b87-af68-816035308b14,862426cf-eff9-4704-a996-6e9a70e0b9d5,2024-03-10,checking,5435.0,pending
103a61a8-ec3b-4eee-8bc6-6287391fd776,c7e59808-20b7-430c-95be-35d8661a6e70,2024-03-01,savings,7534.0,verified
9c133bb8-ba07-4f40-9ae0-95095ed5032b,3b230edb-dfd1-4291-8648-aa68e2e27ab4,2024-01-08,loan,6334.0,pending
777d9494-a432-4fe1-b3ff-89a2414dc7a1,8c3177e3-2a55-4aa1-b12e-d8a782d6e9b1,2024-03-01,savings,4894.0,failed
95047e2b-07b3-4dce-8974-92b84d006b10,6e2fa109-6649-4fdb-b7a3-835ad6559d0a,2024-03-19,savings,7018.0,failed
b7ab6789-43ac-4af5-b535-db25569232bb,bc7bb28c-4c58-433f-bc34-61812334c60b,2024-01-13,savings,7773.0,failed
2ddd24a0-ed31-41b5-9312-da9f6802e470,f60b96e9-8d77-4d05-86c2-2eee53c8f5ed,2024-03-27,savings,4768.0,pending
ba96f1ac-553c-4809-a6f5-e7613302e46f,77248b28-c4e2-4b65-9b05-9ccbbcc74d3e,2024-03-29,loan,7081.0,pending
f325bda2-3481-4731-a47a-7a1bf614fa7c,1a6dfda2-e090-4d35-8f65-610f18ad80c7,2024-02-05,loan,1970.0,pending
